system:index,area,ecoregion,pixelValue,variable,.geo
0_0_281,1807.394878857423,1,33421,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_282,2.218889916992188,1,33425,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_283,0.3557780334472656,1,33433,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_284,0.08894908447265625,1,33503,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_285,53.15439951171874,1,33515,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_286,7313.902747766114,1,33521,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_287,1.1528792846679687,1,40104,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_288,1.0646062988281249,1,40115,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_289,0.17732889404296875,1,40121,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_290,48.440606390380864,1,40125,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_291,3.191805346679688,1,40133,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_292,1.3295162475585938,1,40204,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_293,226.07500751342752,1,40209,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_294,0.35416988525390625,1,40211,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_295,15411.511820544432,1,40215,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_296,2.3085787719726563,1,40220,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_297,3086.4868491333023,1,40221,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_298,1.1525364501953126,1,40224,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_299,46.60399126586914,1,40225,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_300,6.1202962219238275,1,40233,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_301,104.8305099731445,1,40239,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_302,120.66129084472655,1,40241,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_303,2.037062609863281,1,40304,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_304,33.95322422485351,1,40309,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_305,0.1765451965332031,1,40311,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_306,0.35469150390625,1,40312,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_307,13220.763792602536,1,40315,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_308,3.285207501220703,1,40320,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_309,2950.995087988279,1,40321,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_310,1.0638661376953125,1,40324,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_311,48.99835974731445,1,40325,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_312,5.671618969726563,1,40333,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_313,312.95755979614233,1,40339,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_314,1177.2451345214836,1,40341,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_315,1.4166589233398437,1,40404,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_316,497.7365808044432,1,40409,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_317,13373.768699627688,1,40415,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_318,14.56199533691406,1,40420,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_319,4743.022328857418,1,40421,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_320,0.8861207092285157,1,40424,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_321,65.37819375610353,1,40425,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_322,0.08895726318359375,1,40430,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_323,3.1935850402832022,1,40433,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_324,351.89551654052707,1,40439,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_325,1421.46999641724,1,40441,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_326,0.6198131408691405,1,40504,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_327,56.10782835083007,1,40509,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_328,0.08861773681640625,1,40512,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_329,12363.101630920395,1,40515,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_330,20.33197359008789,1,40520,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_331,4017.401121722407,1,40521,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_332,1.0647904174804688,1,40524,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_333,85.1461455871582,1,40525,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_334,2.481171496582031,1,40533,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_335,43.989181701660144,1,40539,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_336,81.01978628540037,1,40541,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_337,0.1780103271484375,1,40603,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_338,1.2415918945312499,1,40604,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_339,3.5482125976562506,1,40609,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_340,8912.314936010744,1,40615,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_341,15.981279168701167,1,40620,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_342,2980.2074141784738,1,40621,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_343,0.3553234741210938,1,40624,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_344,38.80681831665039,1,40625,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_345,2.0383924865722656,1,40633,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_346,1149.2021645263683,1,40639,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_347,1066.7679990539564,1,40641,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_348,0.17692782592773437,1,40704,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_349,4.882291778564454,1,40709,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_350,0.0886243408203125,1,40711,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_351,7123.479138568115,1,40715,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_352,12.696483831787116,1,40720,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_353,2646.1293619384796,1,40721,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_354,0.44362039794921876,1,40724,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_355,48.045612945556634,1,40725,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_356,3.4539677673339844,1,40733,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_357,15102.116053418373,1,40739,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_358,5236.117691949447,1,40741,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_359,1.1535202453613282,1,40804,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_360,2.40010068359375,1,40809,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_361,0.08832954711914062,1,40811,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_362,6130.466943414306,1,40815,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_363,11.275963824462893,1,40820,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_364,1823.9889919616708,1,40821,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_365,0.888040655517578,1,40824,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_366,42.02848417968751,1,40825,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_367,4.610766699218749,1,40833,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_368,1931.3673528076195,1,40839,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_369,2597.8683989501906,1,40841,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_370,0.26563104248046876,1,40903,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_371,2.3050090942382813,1,40904,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_372,63.66403911132812,1,40909,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_373,0.35460108642578125,1,40911,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_374,6005.295754534914,1,40915,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_375,35.782913574218746,1,40920,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_376,1484.3135764465337,1,40921,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_377,0.08891681518554688,1,40924,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_378,38.111312231445304,1,40925,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_379,4.701367755126952,1,40933,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_380,625.2385159423818,1,40939,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_381,2597.080994946287,1,40941,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_382,0.3541830932617187,1,41004,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_383,157.6672384277342,1,41009,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_384,0.0882365234375,1,41012,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_385,6110.955279608152,1,41015,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_386,75.65076148071289,1,41020,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_387,1561.7699760559085,1,41021,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_388,0.7091650451660156,1,41024,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_389,33.03717588500976,1,41025,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_390,2.5719968139648444,1,41033,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_391,2524.501871051019,1,41039,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_392,2436.2678851806654,1,41041,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_393,0.4411212951660156,1,41104,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_394,26.653087548828125,1,41109,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_395,0.08873862915039063,1,41111,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_396,6051.97016622314,1,41115,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_397,10.388744775390622,1,41120,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_398,1303.9774929992675,1,41121,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_399,0.44268533325195314,1,41124,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_400,27.553170855712885,1,41125,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_401,4.5189968139648435,1,41133,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_402,149.14798123168933,1,41139,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_403,795.8953963378912,1,41141,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_404,0.8852881652832031,1,41204,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_405,13.509454595947274,1,41209,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_406,0.08862515869140625,1,41211,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_407,5338.9762200500445,1,41215,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_408,7.280645068359375,1,41220,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_409,1775.8422949829096,1,41221,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_410,0.17691312255859376,1,41224,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_411,27.656611541748042,1,41225,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_412,5.850510620117187,1,41233,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_413,1718.625551196283,1,41239,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_414,1649.6762780090348,1,41241,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_415,1.6835958923339844,1,41304,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_416,4.173870574951172,1,41309,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_417,4973.8315177124005,1,41315,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_418,0.8878357910156249,1,41320,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_419,1858.2901027465823,1,41321,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_420,0.17717537231445313,1,41324,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_421,45.286266198730466,1,41325,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_422,3.9902502868652343,1,41333,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_423,524.3232143615743,1,41339,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_424,1146.5298769714357,1,41341,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_425,0.08887202758789063,1,41404,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_426,15.329322418212888,1,41409,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_427,0.17730814208984375,1,41411,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_428,4310.015420471193,1,41415,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_429,2.219565728759765,1,41420,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_430,1851.2993512634278,1,41421,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_431,0.5317190185546875,1,41424,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_432,45.28381282958985,1,41425,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_433,3.0152373413085933,1,41433,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_434,66.58238230590821,1,41439,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_435,278.66721215209986,1,41441,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_436,0.2669818908691406,1,41503,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_437,1.328071759033203,1,41504,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_438,3.09825947265625,1,41509,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_439,4212.03439909668,1,41515,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_440,1.6868573242187501,1,41520,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_441,1556.1913528808595,1,41521,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_442,0.44396683349609367,1,41524,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_443,26.306910443115235,1,41525,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_444,3.807682830810547,1,41533,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_445,205.02339870605482,1,41539,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_446,395.79962084350575,1,41541,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_447,0.7097004455566406,1,41604,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_448,1.768666143798828,1,41609,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_449,0.17701428833007812,1,41612,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_450,3157.4698915344225,1,41615,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_451,3.640364733886719,1,41620,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_452,2267.178017089844,1,41621,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_453,0.2664022277832031,1,41624,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_454,33.85052352905274,1,41625,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_455,3.19264898071289,1,41633,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_456,23.1539272277832,1,41639,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_457,79.32832169189443,1,41641,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_458,0.44372937622070313,1,41704,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_459,4.509088092041016,1,41709,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_460,0.08873111572265625,1,41711,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_461,2989.2787603088377,1,41715,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_462,1773.9822044860844,1,41721,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_463,0.3546956115722656,1,41724,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_464,58.757921343994134,1,41725,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_465,3.36744404296875,1,41733,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_466,658.3488967529292,1,41739,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_467,1198.7624346008315,1,41741,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_468,0.088657421875,1,41804,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_469,2.5676827636718746,1,41809,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_470,0.26578941650390625,1,41811,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_471,3264.4352757690417,1,41815,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_472,0.17756355590820314,1,41820,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_473,1795.0579359008782,1,41821,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_474,0.5319230163574219,1,41824,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_475,51.61909229736328,1,41825,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_476,2.5713445556640626,1,41833,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_477,236.2518403015137,1,41839,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_478,1143.55977338867,1,41841,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_479,1.593954400634766,1,41904,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_480,10.086053961181637,1,41909,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_481,2544.110170666503,1,41915,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_482,2639.15773883667,1,41921,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_483,0.35525598144531245,1,41924,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_484,41.07769530029299,1,41925,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_485,4.339076599121094,1,41933,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_486,233.68204462890645,1,41939,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_487,187.7042188659667,1,41941,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_488,0.08898223876953125,1,42003,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_489,0.08873086547851562,1,42004,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_490,1.0625548583984374,1,42009,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_491,0.08842225341796875,1,42011,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_492,1446.6885243652343,1,42015,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_493,0.26638471679687503,1,42020,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_494,1970.3788197143554,1,42021,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_495,0.26601207885742184,1,42024,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_496,24.16057584228516,1,42025,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
